ID,自由記述,感情スコア,授業評価スコア
45853,ここまで自分のためになる授業は初めてでした。,0.0,3.69
37911,予習をすることをおすすめします。,0.0,3.58
29997,授業を聞いて、宿題は必ず守りましょう。、,0.0,3.58
57710,ノートをしっかり取ること。,0.0,3.56
31829,毎回レポートがあるので出し忘れないようにしましょう。,0.0,3.7
93158,毎回ある小テストの予習をすること,0.0,3.25
5929,メモをとったり重要なところはしっかり復習してください,0.0,3.58
36578,班のメンバーによって進度が全然変わってくるから結構運ゲー感はあります。つまずいたらすぐ先輩に頼ったほうがいいです。,0.0,3.64
76913,課題はなるべく早く終わらせる,0.0,3.72
91290,この授業では、内部告発についてや、日本における常識が世界で通じない時もあると言う事を学んだ。,0.0,3.58
24278,内容がとても難しいので、一つ一つの回で、分からないところを少なくしましょう。計算問題を解けるようになることが重要です。,0.0,3.75
389,オンライン授業だったので勝手が違うかもしれませんが、先生の話を聞くだけではなくちゃんと頭に入れないと中間でほとんど忘れた内容が聞かれてボロボロになるかもしれません。成績には入らないらしいですが気にするなら気を付けておいたほうがいいと思います。頑張ってください。,0.0,3.1
58265,小テストは必ずしてください。,0.0,3.42
30376,しっかりとレポートに取り組みましょう,0.0,3.5
53115,aimはちゃんと書きましょう。,0.0,3.58
79933,自分の意見を持って授業に望むこと,0.0,3.27
84216,講義内でするプリントを何度も解く。,0.0,3.84
80794,しっかりと授業を聞いてノートをとりましょう。,0.0,3.44
3566,ノートをしっかりとる。,0.0,3.45
39546,テストは持ち込み可ですが、手を抜かず対策することを心がけましょう。,0.0,3.12
85919,分からない所は質問して理解すべき。,0.0,3.27
20902,課題が毎回出るので先生の話をきちんと聞き重要なところなどメモをとる。,0.0,3.46
85356,余裕をもって製作、レポート課題をしたほうがいいと思います。,0.0,3.52
63981,事前に予習しっかりしておくこと,0.0,3.42
57099,毎日のworkと確認テストの入力を忘れないように！,0.0,3.63
76776,毎回出席して課題を提出すること,0.0,3.42
54296,できれば、オンデマンド授業を少し減らしてほしい。,0.0,3.67
70027,課題は毎回怠らずにしたほうがいいです,0.0,3.51
61279,おすすめの授業です。小レポートがありますが計画的にすればすぐに終わります。,0.0,3.38
59005,しっかりと復習すること,0.0,3.28
56584,レジュメを毎回書きましょう,0.0,3.48
79749,FIT-aimを細かく書きレポートを書きやすくしておくこと。,0.0,3.51
6096,細かいところまでしっかり確認してください。,0.0,3.75
42231,優しく教えてくださいました,0.0,3.31
22423,しっかり頑張ってください,0.0,3.45
22538,予習をして常に講義の進行度よりも先に進めている状態にした方がいい,0.0,3.75
78565,九州の歴史についてまなべた,0.0,3.23
90083,単位をきめるのは小テストがすべてなので休まずコツコツ点数をとったほうが良い。,0.0,3.48
50866,まじで難しいから最初から先生の話をしっかりと聞くべし,0.0,3.66
97469,しっかりと講義内容を聞くこと。,1.0,3.3
64477,毎日少しずつでも勉強したほうがいい,0.0,3.65
9748,日々予習復習を頑張ってください。,0.0,3.31
2878,事前にしっかり復習しとくこと。,0.0,3.57
53286,小テストはしっかりと受けること。 課題は毎回必ず提出する。 なるべく欠席はしない。,0.0,3.79
70402,小テストをしっかりする,0.0,3.56
27026,授業には必ず毎回の出席をすること。また、課題の出し忘れには気を付けること。,0.0,3.33
84023,先生の話をしっかり聞きなさい,0.0,3.37
96386,自主学習を怠らないほうが良いです。,0.0,3.25
49636,フーリエ変換を多用する授業であったため、フーリエ変換や離散フーリエ変換に対する苦手意識が薄れ、これらの計算結果からスペクトルの性質を読み取る技術を学ぶことができた。授業後半のプログラムによる信号処理ではハミングウィンドウを求める式をプログラムで表記する方法が難しく感じた。,1.0,3.43
95434,いま起きている社会問題や経済のことなど知っているようであまり知らないことが多くためになった。,0.0,3.36
74510,小テストは忘れずにしておく,0.0,3.52
72648,予習は必ず行ってください。テスト勉強のためにノートに書くことをおすすめします。 先生はとても優しいです。 居眠り、遅刻・欠席は点数が引かれます。気をつけてください。,0.0,3.57
76146,公害問題に関して学びたい人におすすめです。,1.0,3.57
49228,しっかり話を聞いてノートをとってください,0.0,3.64
46723,課題は早めに取り組みましょう,0.0,3.42
78910,授業の内容をしっかり聞いておきましょう,0.0,3.15
90639,ノートをしっかりとって復習を行おう。,0.0,3.22
87340,テストの日はいつですから,0.0,3.31
60420,毎回の課題をしっかりとする,0.0,3.45
56737,課題を頑張ってください,0.0,3.54
59578,資料を見て予習復習すること。,0.0,3.35
50513,予習は難しいと思うが、復習は毎時間ごとに行った方が後のためになると思います。,0.0,3.53
4079,繰り返すことが大事になってくる。,0.0,3.5
45444,期限内に提出することができた,0.0,3.48
7456,課題を期限までに絶対出しましょう。,0.0,3.48
59089,授業内容はとても簡単なので出席すれば単位を落としたり置いていかれることはないです。絶対履修登録した方がいいです。,1.0,3.22
44274,日本の法制度や憲法の意義、どこにどのようにして適用されているのか日常生活ではどの部分で使われているのかを知ることができた。,0.0,3.25
17443,実行しても違う結果がでたりなど多く、課題の一つ一つにとても時間がかかったが最終的にはうまく実行できた。,0.0,3.69
81469,コア科目なので取りこぼしは留年リーチがかかる！2年次までには絶対単位を取る,0.0,3.52
72670,友達を作ろう。話しかけないと何も始まらないぞ,0.0,3.85
86871,提出物はちゃんと出すこと。,0.0,3.37
37549,電気回路の過渡現象は理論を知ることだけではなく、機械設計においても考慮しなければ故障の現認になりかねないという重要な現象であることが理解できた。,0.0,3.37
18363,めっちゃむずい。がんばれ。,0.0,3.75
41995,電験を取りたいなら絶対受けるべきだと思います。,1.0,3.4
29767,化学プラントがどういう仕組みなのか理解することができた。,0.0,3.5
87092,提出物を期限内に必ずきちんと出す。,0.0,3.54
91928,レポート期限を守ることが大切です。,0.0,3.41
23545,有効数字に気を付けよう！！！,0.0,3.47
691,付箋など使ってうまく教材を使うことが大事だと思います。,0.0,3.33
63537,テストで間違えて萎えているがカルノー図について理解できた。ほかにも順序回路などについて理解できた。,0.0,3.55
95187,法律の観点から差別やいじめなどもう一度見直すきっかけになった。,1.0,3.49
76137,過去や海外の環境問題、政策を学ぶことができました。印象が強かったのは、公害に向き合わなかった企業は現在、生き残っていないという言葉です。本当にそうだなと思いました。,1.0,3.57
90288,ちゃんと板書したほうがいい,0.0,3.56
68469,小テストが非常にタメになった,0.0,3.58
83064,公式は最初の方から順々に繋がっているので、その公式だけを覚えるなではなくどの公式がどう関わってくるのかをる回したうえで勉強しましょう。,0.0,3.23
97378,以前まで異文化と言われたら外国人と日本人は文化が違うから異文化だろうと思っていたが、自分以外のものすべてが異文化、一人一人考え方が違うから異文化と言えるということに気付かされた。,1.0,3.4
18379,やり方さえ理解すれば問題は解ける。,0.0,3.6
22095,質問に対する回答は一覧表で紙媒体にして回答よろしくお願いいたします。授業資料はmyFITにアップロードしてください。,0.0,3.4
68687,地獄地獄オブ地獄、ストレスでハゲかけるレベルだけど頑張ってくださいね,0.0,3.33
32142,提出物はちゃんとだすこと。,0.0,3.39
27311,プリントの提出をしましょう。 テストは自筆ノートのみなので板書がんばりましょう。 ピー逃げ絶対だめ！,0.0,3.27
60920,日本以外の文化を知るきっかけになった,1.0,3.55
26644,タバコの有害性について再認識することができた。,0.0,3.46
94979,受けれるならば受けた方がいい,1.0,3.55
67615,課題を期限内に提出する。,0.0,3.29
78603,提出物はちゃんと提出する。,0.0,3.23
31289,今、自分が住んでいる地域の昔起きたこと事柄によって、その名前がつけられていたりと知ることができた。,0.0,3.34
72882,STLとは何かコンテナとは何か知ることが出来た。,1.0,3.31
46815,授業外学習もがんばろう,0.0,3.31
17388,前期、中盤試験と自分が思っていたより難しい内容であり、ただ学習するだけでは点数はとれないので大変でした。それぞれ２回行われたテストでは思っているような点数をとることができなかったので、救済処置として行われたキャンペーンでの点数補正を行いました。先生が始めにおっしゃっていたように非常に難しい内容でただ学習するだけでは合格できないことから、改めて自分からよりマインドの高い問題にチャレンジする重要性を理解できました。,0.0,2.9
33131,ハザードマップなどを作成したことにより危険な場所や避難場所を知れた。,1.0,3.65
94404,実技確認テスト1の得点が芳しくなかった学生の一部が、その直後から履修を諦めて欠席が続くようになっていることについて一言申し上げておきたいと思います。“諦めるのが早過ぎるし、理解する機会を自ら奪ってどうする！！” と思います。古今東西、教科書を熟読し、講義を聴くことが理解の要諦だと思います。私はJavaの前身とも言える、とあるプログラミング言語を、授業のアシスタントを数年続けること（すなわち同じ講義を何度も聴き続けること）によって、ようやく理解することができるようになった経験を持っています。,0.0,3.21
68417,課題提出と振り返りがんばれ,0.0,3.13
30001,期限内に課題を提出する,0.0,3.58
45550,あらかじめ期限を確認し、バイトやサークル、試験と被らないようにスケジュール管理を徹底する！,0.0,3.48
80650,歴史が好きな人はとったほうがいい,1.0,3.47
8447,何度も繰り返しとけば問題は解けるようになる。,0.0,3.57
80730,課題を期限内にやっておく。,0.0,3.3
67654,宿題は期限内にやろう。,0.0,3.61
41958,フレッシュマン演習で作っていたテクボットを使って、前後左右の移動をさせるプログラムを施したり、LEDを光らせたりした。,0.0,3.69
37241,様々な物体の運動や仕事などを微分方程式などを用いて認識することが出来た,0.0,3.38
22729,”調べても調べても専門用語、まさに専門用語のマトリョーシカ。”コメント，ありがとうございます．この表現，ウケました．,1.0,3.66
66843,期限までに課題を必ず提出する。,0.0,3.52
37163,行列式解けるようになりました。,1.0,3.51
60260,小テストがあるけどプリントを見たら解ける。,0.0,3.44
12003,電験機械のためにがんばれ．,0.0,3.31
44940,歴史が好きな人は受けたほうがいい,1.0,3.45
69545,提出物はちゃんと出そう,0.0,3.6
76486,やり直し制度があるのは良かった,1.0,3.5
29944,内容的に、先生の話を聞き板書を書き写せば解けるようになります。,0.0,3.72
23605,実験レポートを出すまでがんばれ！,0.0,3.37
86143,発音テストをがんばろう,0.0,3.68
89187,出席してプリントを全部もらえば、勝ちゲーや！！ あとは、テストのための勉強するか、自分のための勉強をするかどうかはあなた次第です,0.0,3.47
27373,小テストを期限内にやる,0.0,3.39
12343,電験目指すなら取っておくべき,0.0,3.54
87354,自分の知らないことがたくさん知れた、自分が知らないことだらけだったので自分で調べる大切さを知った。,1.0,3.31
52530,課題はすべて期限に出す,0.0,3.73
21789,ノートの取り忘れがないように、きちんと毎回取った方がいいです。,0.0,3.38
92184,提出物はちゃんと出すこと。,0.0,3.56
6006,出席して、レポートを期限内までにだすこと。,0.0,3.6
22892,単純な回答ですが、授業を真面目に受けることが大切です。,0.0,3.34
41796,毎週出される確認テストを繰り返し解いて、解き方を理解すること。答えを丸覚えしても意味がない。,0.0,3.37
84519,提出物はちゃんと出した方がいい。,0.0,3.2
8940,それぞれの分野ごとに物質が分かれていて、見返すときにとても整理してみることができました。,0.0,3.56
82286,解析よりは簡単だからがんばれ,0.0,3.26
89701,発展課題をやると点数がもらえて単位を取りやすくなるので、発展課題をやったほうがいいです。,0.0,3.6
95622,毎回出席すればちゃんと単位取れます。,0.0,3.31
59378,社会において問題となっていることも知ることができた,1.0,3.42
54725,SDGsは繋がっていることがわかった。,0.0,3.56
76551,スライド進むの早すぎます！,0.0,3.54
45757,異文化は海外のことだけではなく知らない文化や自分とは違う文化も異文化であると知ることができた。毎週楽しく抗議に参加できた。,1.0,3.72
79115,話が面白く眠くはならなかった,1.0,3.12
63330,やり方を理解すればそれの繰り返しだから内容を理解すること,0.0,3.45
95359,出された課題をすれば、テストは解けます,0.0,3.49
78290,取りたい人だけ取ろう。,0.0,3.36
84678,どんどん発言して自分の考えたことを人に伝えましょう。,0.0,3.38
42665,提出物をきちんと提出しましょう！,0.0,3.69
61137,抽選倍率が高いので早めに抽選申し込みをしよう！僕は3回目でやっと取れました…。,0.0,3.58
47641,最初きついけどがんばれ,0.0,3.29
92817,２週間に一回、課題が地獄のように続いたがおかげで学ぶことが多かった。,1.0,3.32
61077,映画が思ったより強烈すぎた,0.0,3.66
75840,毎回の小テストがんばれ,0.0,3.62
32693,数学が得意な人は受けた方がいい,0.0,3.21
93959,コメントごとに返信します（少し順序が入れ替わっています）。他の人のコメントにも重要な情報があるかと思います。ぜひ一読してみてください。,0.0,3.62
61981,毎回ある小レポートは、とりあえず期限までに出せばどうにかなりそう,0.0,3.56
66022,材料にどのような性質があり、どのような現象が起こり変化したのかなどがわかったので良かった。,0.0,3.38
87819,忘れ物やレポートの期限を守ることが大切だと思います。,0.0,3.6
41367,小さい決まりが積み重なって大きな結論を形作っていることが、演習問題を解いていて改めて分かった。,0.0,3.61
30537,回転するものと回転しないものが動くとき、回転するものは慣性モーメントによって回転しないものより速度が遅かなることを理解しました。また、地球は回転しているためコリオリ力が働いているように見えることを理解しました。,1.0,3.38
91917,レポートを提出期限までに完成させた、あるいはそれに近い状態で提出すること。 一部の実験については実験終了時間を過ぎても残っていい場合がある。その場合は考察を考える時間に使うといい。,0.0,3.41
2433,何回もやり直しを食らったりしたけどそれでもたのしかった,1.0,3.58
56931,提出物をきちんと出す。,0.0,3.53
26247,FITAIMの記載が重要だと思ったので、講義の次の日以内には入力するべきだと思う。,0.0,3.48
3202,いっぱい調べた方が自分のためになる,0.0,3.28
27006,日本語だけでなく英訳された文章も配布されるため、比較することができた。,1.0,3.33
89286,授業中だけやると間に合わないかも。 じゃんけんの結果が良くなくても最悪他の課題で単位は取れる親切設計。,0.0,3.75
82069,実験によってどのような反応が起こるか、なぜそのようになるのか考えることができた,1.0,3.7
91999,勉強したらした分だけ点数に表れると思うので復習頑張ろ。,0.0,3.5
74357,日常生活で法律違反が多く潜んでおりそれに気づくことができた,1.0,3.67
81574,教科書に直接書き込みを入れておくとテストのときに見ることができる,0.0,3.62
79602,受けれるならば受けた方がいい,1.0,3.23
98106,自分の知らない知識ばかりで、とてもためになります。,1.0,3.41
26213,ちゃんとFIT-AIM書きましょう。 あと、期限は絶対守りましょう。,0.0,3.48
62152,人間によって地球の環境にどのような影響があり、また環境が人間にどのようなことがあったのか知ることができた。,1.0,3.64
69051,2年次以降、プログラミングに関連する重要な科目が増えていきます。がんばってください。,0.0,3.63
85968,正直電気工学概論でモーターカーは作ったのでもうこの授業入らないと思います。モーターカーを作ると言うより設計図を書いたりするのをもっと学びたいです。,0.0,3.5
20466,今年の前期の授業についてのたくさんのコメントありがとうございます。 たくさんの反省点が見つかりましたので、後期に繋いで与えられた環境でよりいい授業を行いと思っております。 皆さんの貴重なご意見ありがとうございます。,1.0,3.23
53647,教科書の内容を読み取りながら随時文法やイディオムの説明があり分かりやすかったと思う。,0.0,3.36
78719,最後にレポート発表がある。,0.0,3.52
94005,* もっとスピードを上げてもいい --> ご意見、ありがとうございます。授業中でも説明したように、理解の早い人に申し訳ないが、できるだけ全員がわかるようにスピードを落としています。内心はスピードを上げてもっといろいろな内容を盛り込みたいですが。,0.0,3.4
28392,授業はわかりやすいと思います。,0.0,3.56
93351,訳や発音について詳しく教えていただいたので勉強になった。,0.0,3.0
1326,課題を期限以内に出せるようにしたらいい,0.0,3.53
44812,生活と科学を関連付けながら行われるので分かりやすかった。,1.0,3.4
97441,様々な自然破壊や環境問題を学ぶことができました。,0.0,3.3
17971,内容は難しく感じましたが、講義のスライドが分かりやすかったです。,1.0,2.84
28785,教科書に書き込みをしていくと分かりやすいと思います。,0.0,3.41
32934,配布するスライドには、穴が空いているので、しっかりと授業に取り組むことをおすすめします。,0.0,3.5
78990,歴史が好きだと選択するべき,1.0,3.2
33285,先生の解説が丁寧だった。 後半の問題の解説をパソコンにあげて欲しい,0.0,3.55
94102,前期の英語と比べてスピーキングやリスニングでの講義が多くて、実践型の英語が苦手な自分にとっては苦手を克服する為に必要な講義ばかりでした。次学年以降もこの講義で学んだことを生かして頑張っていきたいと思います。,-1.0,3.33
16019,１単位に対する必要時間はほか授業に対して大きいですが、大きな経験になることは間違いないと思うので興味がある人は履修してみるといいと思います。,1.0,3.77
93590,2月または4月に開講される午前免除講座を同時に受講するといいと思います。,0.0,3.47
77661,環境経営についての専門用語や、製品の流れを確認することができました。,1.0,3.64
4366,先生の話をしっかり聞いて、重要なポイントはメモを取った方が良い。復習と課題はきちんと取り組む。,1.0,3.6
15853,配布されるデータやプリント、ソフトウェアなどを活用して理解しましょう。,0.0,3.36
66340,問題の解き方を理解することが大事,0.0,3.48
6815,自分の好きなことを学べているので、楽しいと感じました。授業の実習だけでは、技術は身につかないと感じました。だから、自主学習として行わないといけないと思いました。,1.0,3.8
74426,小テストがあるので、ちゃんと教科書の内容を見て、どこに何があるのかをちゃんとみておいたら大丈夫だと思います。,0.0,3.67
3095,提出物はきちんと出すようにする。,0.0,3.41
50523,先生が覚えてっていった内容はメモしておく。授業用スライドをスマホかパソコンで表示しながら授業をうけた方が良い。,0.0,3.53
1451,経済のことが分かった。,0.0,3.16
93800,＞早く終わった人用に加点用の課題をさせるなどすればよいと思います。 → 以前トライしたことがあります。採点の負荷が高まるので現在は行なっていませんが、なんらかの工夫ができるのであれば、再検討してみたいと思います。,0.0,3.48
89944,提出方法や締め切り日を先生から言われるので聞き余裕を持ってレポートに取り組む。,0.0,3.59
81224,英語の内容は難しくなかったです。ただ解説がたまに早くなっていつのまにか終わっていることや、授業後半になると騒がしくなってしまうのが持ったないなと思いました。生徒側の問題ですがそう言った雰囲気にならないようしていただけると助かります。,-1.0,3.13
21462,前期よりもプログラミングの専門的知識が大幅に増えたと感じた。,1.0,3.73
51969,スライドのまとめ方や発表は卒研でも使うので、覚えておいたほうがいい,0.0,3.5
92128,Ｃ言語によるプログラミングでは，前期（ＣプログラミングⅠ）に学習した内容でほとんどのプログラム処理を記述できますが，さらに効率的に複雑なプログラム処理を記述するためには，後期（ＣプログラミングⅡ）の内容が不可欠になります．本授業が終わると人によってはプログラミングを学ぶ機会が減ってしまうかもしれませんが，３年，４年次の専門科目で必要になってくると思いますので，今後の学生生活の中でも自分で継続的にプログラミングを学んでいくよう取り組んでいってください．もちろん，プログラミングに関する質問があれば受け付けますので，私の研究室まで来てもらえればと思います．,0.0,3.47
51468,難しいけどとてもタメになる内容だった,1.0,3.37
23443,授業で使った資料を授業資料として配布して欲しい,-1.0,3.42
32015,授業に集中して、板書していくことが大事だと思う。,0.0,3.29
23160,レポートを時間をかけて作るといいと思う。,0.0,3.16
11223,予習動画などが用意されていたので予習はしやすいはずなので、予習復習を頑張ってほしいです。,0.0,3.42
16344,御意見ありがとうございました。 来年度以降の参考にさせていただきます。,0.0,3.46
51741,大事な内容だけを抜粋して授業されているためわかりやすかったと思います。,1.0,3.33
54623,予習をしっかり行い授業を受けた方が理解度が違うため頑張る方がいいと思います。,0.0,3.54
48385,研究にも個性があることを改めて感じました。どの研究室を志望するかよく考えたいです。,0.0,3.71
9540,問題数が多いので解けるようにしておくといい,0.0,3.45
35650,自分の思っていることを伝えるということについて、論理的に整理するためにこの講義を活用してほしいと思う。,1.0,3.43
35202,内容がとても難しい講義だったが理解をすると面白い内容だったと感じました。,0.0,3.38
9078,根本的なことを理解すれば、あとはそこから派生する内容なので自分の言葉でノートにまとめると理解しやすいと思います。,0.0,3.54
11108,反復で問題を解くことが大事,0.0,3.0
96129,ノートをちゃんと取った方がいい。,0.0,3.19
95618,憲法の内容やできるまでの過程がよく分かった。,0.0,3.31
48519,理解度テストは、プリントから出るので、そこまで難しくはないです。,0.0,3.68
6057,毎回課題が出るので家で勉強する習慣がつくからいい。,0.0,3.43
35150,レポートは忘れずに提出しましょう。提出期限はかなり余裕を持って設定されていますから余裕を持って書いてください。またFIT-AIMの入力ではその作品の感想などを記入しておくとレポートの参考になると思います。,0.0,3.53
50548,プログラムが初めてでかなり難しかったですが、実際にプログラムを作ることで少しずつ理解することができました。,1.0,3.6
17497,今年度は特にコロナ渦により対面での講義もほとんど無く、外の学生との交流もあまりありませんでした。そのためコミュニケーション基礎の対面講義で学生との交流ができ良かったと思っています。,1.0,3.47
27259,授業中の話をしっかり理解できるように聞いておくようにしましょう,0.0,3.27
26225,授業資料を印刷しておいたほうがいい。,0.0,3.48
6217,今回は、オンラインという不慣れな授業となりました。オンラインだから普段と比較して、特別やらなくてはいけないということはありませんでしたが、HACCPという重要かつ難しい内容であるため周りの友人などと話しあうことが大事だと思います。また、重要な部分とそうではなさそうな部分を自分なりに分けて復習をするといいと思います。,0.0,3.66
17486,学んでいく上でそこに出てくるものを流れを覚えるように学習していくと良いと思います。,0.0,3.66
5329,オンライン講義だったので変わるかもしれないけど課題は講義で出たものばかりなのでしっかり聞いておくと課題が楽になると思う。,0.0,3.41
85150,なぜこうなるのかを具体的に説明してくれるので分かりやすかった,0.0,3.35
20106,演習までに内容を理解して、演習に取り組むようにしました。プログラムのミスを自分で一つ一つ確認することが大事です。,0.0,3.48
68832,マトラブを用いて数値を変えることでどのように変化するかグラフを見て理解できたし、マトラブの使い方も再認識できてよかった,1.0,3.57
3250,授業では、ノートをきちんと取って重要なポイントはメモをしたほうが良い。課題はしっかり取り組み、復習をきちんとすることが大切だと思う。,0.0,3.57
63769,理解度確認テストへ向けて早めに勉強すべきです。,0.0,3.5
50187,行列について詳しく知らない状態からはじまったが、今までやって、たいていのことがわかるようになった。これから行列についての知識をより深めていきたい。,0.0,3.65
40785,初めて知ることが多くあったので、復習の時間をもっと設けるべきだと感じました。,0.0,3.57
96465,テスト内容をもう少し講義資料の文章に近づけてもらえたらもっとわかりやすかった。,0.0,3.48
34997,発表したあとの質疑応答の時間がとても不甲斐ない結果に終わったので最後の、発表会では自分が全部答えるぐらいの勢いで取り組みたいと思いました。,1.0,3.77
75418,経済の変化に対応することが大切だと思う,0.0,3.54
86612,c言語がこういうものなんだとしれたのでよかった。,0.0,3.54
28028,グループワークの議題は答えが考え方によってかわるものなので、班によって違う回答が聞けて色々な考え方を学べたのでよかったと思います,1.0,3.15
23579,班ごとに発表があるので頑張りましょう。,0.0,3.4
83867,予習が少し大変だと思うけどしっかりやっておいた方が良いと思う。,0.0,2.92
57509,テストが記述方式なので、講義で学んだ内容を自分の意見として活用できるように復習に力を入れると良い,0.0,3.61
72155,サッカーにして欲しかった。,0.0,3.66
98020,履修してみるのもいいとおもいます,0.0,3.26
61493,スライドに書いてあることを教科書にメモしておけばテストは大丈夫だと思います。,0.0,3.38
15949,まずは，皆さん前期の約４ヶ月お疲れさまでした． コメントにもあります通り，解析IIIの内容はそもそもがかなり難しい内容です． 私も学部生のころは，講義を聞いてすぐ理解できたわけではありません． その苦労した時代の経験を踏まえつつ， 「なるべく本質的な具体例と図を通じて，できるだけ証明なしに教科書を制覇する」 ことを目標として構成しました． 数学の難しさと面白さを，その一部でも体験してもらえたなら，これ以上の喜びはありません． また私のような人間が，NHKみたいな講義などできるはずもなく， コメントにもあるように適当な発言も多かったかと思います． ※動画に残らない対面授業なら，もっと色んな脱線話をするつもりでした笑 またこのような情勢の中，最後まで粘り強く付き合ってくださった皆さんに改めて感謝致します． 後期の「幾何学的情報数学」を履修する方は，そちらでまたお会いしましょう！,1.0,3.47
524,ただ聞くだけでは理解できず記憶にも残りにくいのでちゃんとノートを取って教科書にも書き込むぐらいやる気をだして講義に臨もう,0.0,3.48
88759,英語の勉強方法を教えてください。もっと英語ができるようになりたいと感じました。,0.0,3.27
33168,専門知識がなくても、一から空間情報についての学習ができるので、履修してみてください。,0.0,3.65
26603,ぜひ履修した方が良いとおもう。,0.0,3.39
52352,講義自体はとても楽しかったし、やりがいもありましたが、グループの中で各々の仕事の量が均等でないグループが散見されました。私のグループもその一つです。グループを統率しきれなかったリーダーの責任と言えばそれまでですが、CSも多くいる授業なのでもう少しグループの活動を細かく見てほしかったと思います。最後になりますが、色々な研究や、グループで活動すること自体は本当に楽しかったです。ありがとうございました。,0.0,3.45
23473,講義内容・課題ともに難しかったです。課題が難しいため、講義内容を何度も復習しました。それでも解けないものが多々ありましたが、その行動が講義内容の理解に繋がった気がします。,0.0,2.93
273,社会的なことを学べるので興味のある方は履修しましょう。,0.0,3.54
70418,凄く文学に対しての興味がそそられました。,0.0,3.5
18380,一番最初のところから正しく理解していかないと、途中でわからなくなると思うから最初から丁寧に取り組んだ方がよいと思います。,1.0,3.6
79103,私達の住んでいる文化とそれ以外の地域に住んでいる文化では違うということは分かったが、一人一人の考え方によって同じ地域に住んでいる人であっても文化が違うということを学びました。,1.0,3.12
78433,この授業はプリントを用いる学習だが、プリントをファイルして一回一回の授業のためにプリントファイルが管理できる自信がなく、かつ授業中にメモをとるのをプリントの空白部分に埋めることが自分にとって深い理解につながり、読み返したいと思うかを自問自答していた。その結果、1冊のノートにプリントを切って貼り付けてノートにメモを取る授業体制で臨んだ。各回の授業で先生がどうやって生徒を授業に興味を持たせようか考えながら講義しているのが分かった。それから、自分は機械系の工学科に所属し、専門を学ぶときに化学とは無縁になるかもしれない。高校で学んだ化学を無駄にしたくないと考え、この講義を履修した。これらのことから僕はこの講義の内容理解に励もうとした。先生のユーモアあふれる講義は楽しかった。,1.0,3.17
86334,授業毎に小テストがあるので理解がしやすかった,0.0,3.48
8399,ある程度は高校で学習したもので理解はしやすかったです。これを基礎に応用編でも理解できるようにします。,1.0,3.78
89964,"松尾先生の講義は主にExcel,Wordなどを使用して、レポート作成やプレゼンテーションなどをした。これから先、沢山のレポートやプレゼンテーションをすることになるのでいい経験をさせていただいた。内田先生、三宅先生の講義は、データ数や処理時間の計測をして、レポート作成やレビューをした。難しい部分もあり、苦戦を強いられる所も多々あったが将来に役立つと思うのでそれを活かして頑張りたい。",1.0,3.38
17240,話の中で先生のボディランゲージが大きく、授業を受けていて先生の感情がより伝わってくるような感じがしました。,1.0,3.64
8034,この科目は微分積分をかなり使うので、復習して臨むといいと思います。,0.0,3.73
5402,課題で自分でまとめないといけないないので勉強しやすかった。,0.0,3.68
16477,これから先に行う実験のテーマに対してより深く調べ上げることが重要。,0.0,3.6
77546,貿易の利益不利益について学べていいこともあれば悪いこともあることも学べた,0.0,3.58
52408,数学が自分が思っていたよりも難しく、全く歯が立ちませんでした。しかし友達と課題を解決していく力が身についたので良かったと思います。,1.0,3.37
85168,任意提出の宿題がありますが，より理解を深めたり計算練習をしたりするために，できる限り取り組んだほうがいいと思います．,0.0,3.35
62881,講義最終日に自分達のデザインのプレゼンテーションを行うので準備をしっかりする。,0.0,3.5
36975,1週間に2回講義があり、どんどん内容が進んでいくので出来るだけ休まずに出席したほうが良い。,0.0,3.53
74063,発音について細かく、講義をして下さり、英語という言語に対してのハードルが少し下がったと感じた。,1.0,3.48
71440,課題提出など、やるべき事をやりましょう。,0.0,3.5
13502,この授業では、主に健康を題材として英語を学びました。 単語の中には今まで習っていなかったマニアックな単語や、知っている表現と同じ意味での違う表現などもあり、本文を通してしっかり学べたので良かったと思います。,1.0,3.5
24086,この科目は回路の作成や理論値計算はこちら側が理解していること前提で講義が進むので、 特に予習が大事になる科目です。ですが、しっかりと授業資料の動画を見て理解していれば、そこまで難しい回路はありません。 行き詰まったら相方の人に教えてもらうなど、意欲的に取り組めば大丈夫です。頑張って下さい,1.0,3.6
78582,ノートは授業中に自分でとったほうがよい。 先生の話は聞いておいたほうが、テスト勉強しやすい。,0.0,3.23
9969,大変難しいと思う学生が一定数いると思うので周りに解析を理解できる人を見つけて早い段階で質問して分からないところを潰していくのがいいと思います。,0.0,3.0
95089,簿記は授業だけでマスターするのは困難です。そのためには授業以外でも自主的に予習や復習をし、授業に備えておくことが大事です。,0.0,3.02
79345,自分が初めに思っていた異文化とは異なっていたけれど、外国の文化だけが異文化ではないと分かった。,1.0,3.37
44038,二つのレポートを忘れずに提出しよう。,0.0,3.2
65460,将来の計画や社会問題について考える良い機会になりました。大学生活に役立てていきたいです。ありがとうございました。,1.0,3.5
58350,化学の専門的な内容だけでなく、日常に絡めた内容についても学習することができたので意欲的に取り組むことができた。,1.0,3.38
21862,パワーポイントがとても分かりやすく、毎回小テストがあるのでよく復習することができた。,1.0,3.33
48650,授業内容だけでなく、最近のセキュリティ技術の動向についての話題も多く聞けて参考になった。,1.0,3.4
